id,nama,lokasi_resto,menu_restoran,nama_produk,delivery_time,nama_pembeli,id_pembeli,lokasi_pembeli,review,rating,harga_jual,jumlah_dilihat
5696,Seller5696,Bandung,Panda Express,Pasta,56,User544,7256,Surabaya,Average,4.66,74.3,773
5697,Seller5697,Surabaya,KFC,Burger,16,User6349,3717,Jakarta,Poor,1.19,40.19,210
5698,Seller5698,Surabaya,Little Caesars,Pizza,15,User8040,5411,Jakarta,Poor,2.62,49.34,941
5699,Seller5699,Bandung,Little Caesars,Burger,39,User5991,5626,Surabaya,Good,2.56,95.96,245
5700,Seller5700,Surabaya,Chipotle,Taco,52,User8972,9584,Jakarta,Excellent,1.04,11.38,59
5701,Seller5701,Bandung,Five Guys,Donut,34,User3306,2960,Jakarta,Poor,3.71,25.89,48
5702,Seller5702,Jakarta,Little Caesars,Burger,43,User1283,2012,Bandung,Excellent,2.52,40.14,588
5703,Seller5703,Surabaya,Subway,Salad,32,User1348,2887,Surabaya,Excellent,2.8,71.23,128
5704,Seller5704,Surabaya,Chick-fil-A,Burger,16,User5363,110,Surabaya,Poor,1.14,61.86,149
5705,Seller5705,Bandung,Subway,Sandwich,52,User4147,96,Bandung,Average,1.69,85.54,634
5706,Seller5706,Bandung,Pizza Hut,Donut,21,User6275,1368,Jakarta,Average,4.15,57.72,35
5707,Seller5707,Bandung,Jack in the Box,Coffee,46,User3069,2199,Surabaya,Excellent,2.96,77.08,233
5708,Seller5708,Bandung,McDonald's,Pizza,44,User252,1742,Surabaya,Good,2.87,52.17,135
5709,Seller5709,Jakarta,Chick-fil-A,Salad,52,User6483,7497,Jakarta,Average,1.52,62.11,745
5710,Seller5710,Surabaya,Starbucks,Taco,28,User1943,7287,Surabaya,Average,3.19,55.97,705
5711,Seller5711,Surabaya,Pizza Hut,Pizza,36,User9423,2723,Jakarta,Average,3.53,8.66,195
5712,Seller5712,Bandung,Popeyes,Salad,57,User3757,1378,Surabaya,Excellent,3.21,27.18,30
5713,Seller5713,Surabaya,Sonic Drive-In,Salad,48,User4293,7843,Surabaya,Poor,4.7,69.58,123
5714,Seller5714,Surabaya,Taco Bell,Taco,58,User8257,2312,Surabaya,Average,1.7,31.19,552
5715,Seller5715,Jakarta,McDonald's,Chicken,38,User5325,3891,Bandung,Excellent,3.42,47.09,492
5716,Seller5716,Jakarta,Dunkin' Donuts,Chicken,21,User126,7194,Surabaya,Excellent,3.47,26.6,860
5717,Seller5717,Bandung,Sonic Drive-In,Pasta,23,User625,8623,Bandung,Average,3.96,77.75,738
5718,Seller5718,Surabaya,Popeyes,Taco,18,User3020,7000,Bandung,Excellent,2.52,76.56,247
5719,Seller5719,Jakarta,Five Guys,Sandwich,25,User2162,5623,Jakarta,Excellent,4.82,62.71,514
5720,Seller5720,Jakarta,KFC,Pasta,49,User2483,2852,Bandung,Excellent,3.2,99.65,443
5721,Seller5721,Jakarta,Subway,Coffee,16,User5907,2354,Bandung,Average,4.7,47.02,98
5722,Seller5722,Jakarta,Panera Bread,Taco,53,User7337,1088,Jakarta,Average,2.77,44.84,185
5723,Seller5723,Jakarta,McDonald's,Salad,26,User2501,8106,Jakarta,Excellent,4.13,99.69,255
5724,Seller5724,Surabaya,Domino's Pizza,Taco,24,User5047,9210,Surabaya,Excellent,1.38,90.12,203
5725,Seller5725,Jakarta,McDonald's,Taco,20,User3570,8879,Bandung,Good,4.78,74.33,789
5726,Seller5726,Surabaya,Popeyes,Donut,43,User6608,4904,Bandung,Excellent,4.18,7.44,978
5727,Seller5727,Bandung,Panera Bread,Ice Cream,39,User4054,8337,Bandung,Poor,2.15,37.87,560
5728,Seller5728,Jakarta,Wendy's,Donut,59,User5834,1541,Bandung,Good,1.67,71.51,154
5729,Seller5729,Bandung,Pizza Hut,Ice Cream,41,User3419,2494,Jakarta,Poor,2.31,43.45,320
5730,Seller5730,Jakarta,Five Guys,Salad,43,User9747,7685,Bandung,Good,2.17,31.85,621
5731,Seller5731,Bandung,Burger King,Salad,26,User2266,5102,Surabaya,Excellent,3.96,73.85,241
5732,Seller5732,Bandung,Starbucks,Chicken,27,User4040,3393,Surabaya,Excellent,2.46,76.01,956
5733,Seller5733,Bandung,Wendy's,Pizza,42,User1086,6105,Bandung,Excellent,3.91,94.88,951
5734,Seller5734,Jakarta,Jack in the Box,Chicken,56,User2646,7748,Bandung,Good,2.76,37.87,242
5735,Seller5735,Bandung,Wendy's,Donut,29,User7357,5183,Bandung,Good,3.28,53.97,844
5736,Seller5736,Surabaya,Burger King,Donut,31,User9126,1963,Jakarta,Excellent,3.07,73.33,716
5737,Seller5737,Surabaya,Pizza Hut,Pasta,24,User9434,196,Jakarta,Poor,1.39,57.01,958
5738,Seller5738,Surabaya,Panera Bread,Donut,46,User4872,5192,Bandung,Poor,4.37,16.02,957
5739,Seller5739,Jakarta,Jack in the Box,Sandwich,53,User8396,6448,Bandung,Excellent,3.56,85.79,587
5740,Seller5740,Bandung,Panda Express,Pizza,42,User2236,3915,Bandung,Good,1.31,56.75,9
5741,Seller5741,Surabaya,Arby's,Salad,16,User6257,90,Jakarta,Average,4.82,16.05,171
5742,Seller5742,Bandung,Five Guys,Chicken,17,User1456,9111,Surabaya,Average,2.03,96.4,161
5743,Seller5743,Surabaya,Chipotle,Coffee,48,User5243,2229,Surabaya,Good,4.5,44.3,715
5744,Seller5744,Bandung,Five Guys,Chicken,19,User7014,9340,Jakarta,Poor,2.04,98.71,738
5745,Seller5745,Bandung,McDonald's,Coffee,34,User9489,3960,Jakarta,Poor,1.1,33.94,371
5746,Seller5746,Surabaya,Burger King,Ice Cream,56,User4091,1348,Jakarta,Average,3.92,92.8,970
5747,Seller5747,Surabaya,Sonic Drive-In,Burger,28,User4099,9702,Surabaya,Average,2.75,30.12,397
5748,Seller5748,Surabaya,Pizza Hut,Donut,40,User4359,4812,Jakarta,Poor,2.66,9.06,773
5749,Seller5749,Bandung,Wendy's,Pasta,29,User4800,4953,Surabaya,Good,3.09,12.01,387
5750,Seller5750,Jakarta,Domino's Pizza,Taco,54,User8497,40,Surabaya,Poor,1.75,12.06,492
5751,Seller5751,Surabaya,Subway,Burger,33,User2337,1351,Surabaya,Average,2.29,41.68,398
5752,Seller5752,Bandung,Burger King,Chicken,43,User2004,188,Surabaya,Good,4.24,17.59,207
5753,Seller5753,Bandung,McDonald's,Coffee,59,User6114,6699,Jakarta,Average,3.41,6.55,30
5754,Seller5754,Bandung,Domino's Pizza,Burger,59,User7052,7656,Surabaya,Average,2.25,73.05,498
5755,Seller5755,Surabaya,Chipotle,Ice Cream,56,User8313,9895,Jakarta,Excellent,1.42,10.78,25
5756,Seller5756,Bandung,Domino's Pizza,Donut,51,User9495,5058,Surabaya,Good,1.64,19.31,831
5757,Seller5757,Bandung,KFC,Salad,38,User8223,6731,Surabaya,Excellent,4.6,81.86,185
5758,Seller5758,Jakarta,Dunkin' Donuts,Donut,38,User2256,6762,Jakarta,Good,1.78,86.46,0
5759,Seller5759,Jakarta,Domino's Pizza,Donut,38,User7679,4614,Surabaya,Good,2.68,59.16,469
5760,Seller5760,Surabaya,Burger King,Donut,50,User4923,3910,Jakarta,Poor,2.21,6.28,58
5761,Seller5761,Surabaya,KFC,Pizza,48,User5728,8602,Surabaya,Excellent,3.96,71.26,390
5762,Seller5762,Bandung,Jack in the Box,Salad,52,User7495,7816,Bandung,Poor,2.15,38.94,480
5763,Seller5763,Surabaya,Taco Bell,Taco,21,User1163,4652,Surabaya,Average,2.76,38.7,792
5764,Seller5764,Bandung,Burger King,Burger,24,User7554,2868,Bandung,Average,1.54,32.04,36
5765,Seller5765,Surabaya,Taco Bell,Burger,57,User3834,1343,Surabaya,Poor,2.7,15.12,161
5766,Seller5766,Jakarta,Chipotle,Chicken,22,User190,2971,Jakarta,Average,1.15,13.06,526
5767,Seller5767,Surabaya,Chick-fil-A,Coffee,58,User8246,8872,Surabaya,Good,1.45,22.77,911
5768,Seller5768,Jakarta,Chipotle,Coffee,54,User288,9397,Jakarta,Excellent,4.58,93.82,258
5769,Seller5769,Jakarta,Dunkin' Donuts,Burger,31,User2577,9643,Bandung,Good,2.68,72.28,861
5770,Seller5770,Surabaya,Domino's Pizza,Burger,27,User592,2998,Surabaya,Excellent,2.82,35.76,682
5771,Seller5771,Bandung,Dunkin' Donuts,Ice Cream,32,User5007,388,Jakarta,Poor,1.69,50.09,528
5772,Seller5772,Jakarta,Pizza Hut,Sandwich,54,User6006,3930,Bandung,Good,2.15,61.0,720
5773,Seller5773,Bandung,KFC,Pizza,31,User7403,9038,Bandung,Average,3.5,78.58,641
5774,Seller5774,Bandung,KFC,Pasta,33,User6301,6527,Jakarta,Good,1.44,54.07,797
5775,Seller5775,Jakarta,Wendy's,Pasta,58,User6531,8197,Surabaya,Good,3.59,42.7,561
5776,Seller5776,Bandung,Sonic Drive-In,Chicken,38,User6830,4882,Bandung,Good,1.98,87.55,843
5777,Seller5777,Jakarta,Sonic Drive-In,Burger,52,User1546,9520,Bandung,Average,1.64,77.03,928
5778,Seller5778,Bandung,Five Guys,Pasta,41,User7983,1669,Surabaya,Excellent,3.47,51.68,121
5779,Seller5779,Bandung,KFC,Burger,27,User4824,6996,Jakarta,Excellent,1.14,36.81,954
5780,Seller5780,Surabaya,Jack in the Box,Donut,39,User457,6466,Surabaya,Poor,1.24,90.57,447
5781,Seller5781,Jakarta,Wendy's,Pasta,33,User9253,342,Jakarta,Excellent,1.06,40.65,965
5782,Seller5782,Surabaya,Jack in the Box,Taco,51,User7221,4937,Jakarta,Average,4.23,39.37,77
5783,Seller5783,Bandung,Chipotle,Ice Cream,47,User4276,5162,Surabaya,Good,4.95,71.84,319
5784,Seller5784,Surabaya,McDonald's,Taco,39,User6778,9852,Bandung,Average,1.78,97.31,518
5785,Seller5785,Surabaya,McDonald's,Salad,24,User9399,9205,Jakarta,Good,2.95,8.08,507
5786,Seller5786,Surabaya,Jack in the Box,Donut,23,User2127,5755,Jakarta,Good,2.28,92.82,751
5787,Seller5787,Surabaya,Wendy's,Burger,31,User6541,697,Bandung,Good,4.2,30.9,940
5788,Seller5788,Jakarta,Starbucks,Sandwich,51,User287,2145,Bandung,Average,4.55,72.01,710
5789,Seller5789,Jakarta,Jack in the Box,Donut,37,User5833,821,Surabaya,Average,3.75,33.98,779
5790,Seller5790,Bandung,Wendy's,Coffee,28,User914,9345,Bandung,Average,1.28,14.55,175
5791,Seller5791,Bandung,Dunkin' Donuts,Pizza,51,User1319,2827,Jakarta,Average,4.27,16.75,906
5792,Seller5792,Bandung,Popeyes,Burger,59,User7478,8365,Jakarta,Average,4.38,94.51,422
5793,Seller5793,Jakarta,Domino's Pizza,Chicken,25,User5725,3428,Surabaya,Good,3.75,40.1,576
5794,Seller5794,Jakarta,Panera Bread,Coffee,27,User2354,6690,Jakarta,Good,3.55,94.09,385
5795,Seller5795,Bandung,Panda Express,Donut,19,User6012,3978,Jakarta,Excellent,3.81,26.78,454
5796,Seller5796,Jakarta,Starbucks,Donut,24,User3739,9472,Bandung,Poor,2.76,16.22,568
5797,Seller5797,Surabaya,Jack in the Box,Pasta,34,User4623,1985,Bandung,Poor,3.0,39.72,77
5798,Seller5798,Surabaya,Popeyes,Donut,26,User1103,5271,Bandung,Excellent,2.98,75.2,253
5799,Seller5799,Jakarta,Popeyes,Burger,58,User178,8570,Surabaya,Good,3.3,66.1,361
5800,Seller5800,Jakarta,Subway,Sandwich,16,User8002,1160,Surabaya,Excellent,1.44,28.87,616
5801,Seller5801,Bandung,Chick-fil-A,Coffee,17,User6254,7184,Bandung,Excellent,1.06,54.45,136
5802,Seller5802,Jakarta,Popeyes,Donut,22,User5136,2732,Bandung,Average,1.37,49.48,785
5803,Seller5803,Jakarta,Burger King,Taco,51,User4247,6552,Bandung,Poor,4.08,53.49,669
5804,Seller5804,Jakarta,Five Guys,Taco,20,User464,348,Jakarta,Average,1.37,36.53,193
5805,Seller5805,Bandung,Popeyes,Salad,34,User4230,486,Bandung,Average,2.97,80.98,809
5806,Seller5806,Bandung,Popeyes,Sandwich,36,User8719,4098,Surabaya,Excellent,2.64,16.05,158
5807,Seller5807,Bandung,Dunkin' Donuts,Salad,38,User6759,7718,Jakarta,Poor,4.72,45.92,78
5808,Seller5808,Jakarta,Dunkin' Donuts,Taco,33,User624,4724,Bandung,Excellent,3.25,47.51,958
5809,Seller5809,Bandung,Wendy's,Donut,18,User6230,42,Jakarta,Good,1.48,82.63,7
5810,Seller5810,Surabaya,KFC,Donut,59,User6689,2561,Bandung,Average,2.31,60.87,484
5811,Seller5811,Jakarta,Arby's,Chicken,49,User5935,9133,Bandung,Poor,3.87,64.46,287
5812,Seller5812,Surabaya,Panda Express,Pasta,23,User227,7439,Surabaya,Poor,2.22,5.57,428
5813,Seller5813,Jakarta,Popeyes,Burger,58,User9205,1872,Bandung,Good,4.77,45.93,796
5814,Seller5814,Jakarta,Subway,Salad,41,User3835,5482,Surabaya,Average,3.99,10.71,535
5815,Seller5815,Bandung,KFC,Ice Cream,58,User283,7094,Jakarta,Good,4.92,93.99,496
5816,Seller5816,Jakarta,Taco Bell,Pizza,24,User8387,7344,Surabaya,Excellent,1.94,30.47,0
5817,Seller5817,Jakarta,Domino's Pizza,Salad,32,User4144,9099,Bandung,Good,3.37,24.62,117
5818,Seller5818,Jakarta,Five Guys,Chicken,56,User7863,8525,Jakarta,Good,4.13,86.52,435
5819,Seller5819,Bandung,Arby's,Chicken,53,User1098,2842,Surabaya,Poor,3.84,24.53,47
5820,Seller5820,Bandung,Panda Express,Pizza,41,User6242,1711,Bandung,Average,1.86,56.2,948
5821,Seller5821,Surabaya,Five Guys,Ice Cream,39,User6442,1085,Surabaya,Average,2.87,81.31,351
5822,Seller5822,Jakarta,Pizza Hut,Chicken,41,User1531,9804,Jakarta,Poor,3.54,35.93,495
5823,Seller5823,Surabaya,Starbucks,Pasta,58,User7512,3836,Surabaya,Poor,4.71,62.87,349
5824,Seller5824,Bandung,Jack in the Box,Burger,53,User1691,6103,Surabaya,Poor,4.91,43.72,253
5825,Seller5825,Surabaya,Chick-fil-A,Donut,37,User8483,1006,Jakarta,Average,3.82,43.76,673
5826,Seller5826,Bandung,Jack in the Box,Coffee,40,User8962,918,Surabaya,Poor,3.12,71.2,119
5827,Seller5827,Surabaya,KFC,Pasta,53,User9403,8456,Surabaya,Excellent,3.35,77.85,537
5828,Seller5828,Jakarta,Panera Bread,Salad,27,User478,6005,Bandung,Average,3.31,88.87,188
5829,Seller5829,Bandung,Wendy's,Donut,39,User2463,2722,Bandung,Average,1.14,97.18,735
5830,Seller5830,Surabaya,Sonic Drive-In,Taco,46,User8010,5647,Surabaya,Good,3.04,36.44,32
5831,Seller5831,Surabaya,Jack in the Box,Taco,16,User3051,2017,Bandung,Excellent,2.12,67.55,125
5832,Seller5832,Jakarta,KFC,Pizza,22,User3193,4023,Jakarta,Excellent,2.68,70.58,138
5833,Seller5833,Surabaya,Pizza Hut,Burger,47,User3263,5118,Jakarta,Poor,3.34,7.17,426
5834,Seller5834,Jakarta,Subway,Coffee,39,User6663,7487,Bandung,Poor,1.1,53.35,632
5835,Seller5835,Surabaya,KFC,Burger,33,User9442,5203,Bandung,Good,2.2,58.0,633
5836,Seller5836,Surabaya,Burger King,Donut,58,User7839,424,Bandung,Average,1.58,45.76,572
5837,Seller5837,Jakarta,McDonald's,Taco,38,User6639,3438,Surabaya,Excellent,3.35,82.24,401
5838,Seller5838,Jakarta,Little Caesars,Salad,53,User1671,1728,Jakarta,Average,3.25,53.9,193
5839,Seller5839,Surabaya,Jack in the Box,Sandwich,37,User7075,8906,Bandung,Average,3.23,81.9,677
5840,Seller5840,Surabaya,Taco Bell,Taco,39,User9617,4432,Jakarta,Good,1.5,46.41,663
5841,Seller5841,Bandung,KFC,Ice Cream,17,User7163,6061,Surabaya,Excellent,2.51,53.55,25
5842,Seller5842,Surabaya,Taco Bell,Pasta,59,User609,3700,Bandung,Excellent,2.61,16.85,910
5843,Seller5843,Bandung,Subway,Salad,32,User5041,4212,Jakarta,Average,4.5,31.73,750
5844,Seller5844,Surabaya,Chick-fil-A,Taco,29,User9784,2719,Jakarta,Good,4.07,34.12,627
5845,Seller5845,Surabaya,Panera Bread,Burger,34,User2509,1191,Jakarta,Excellent,4.45,36.05,587
5846,Seller5846,Bandung,Five Guys,Coffee,44,User2009,8596,Bandung,Average,3.06,11.34,681
5847,Seller5847,Bandung,Popeyes,Chicken,48,User2002,2992,Surabaya,Excellent,3.66,40.82,502
5848,Seller5848,Jakarta,Arby's,Chicken,34,User3102,6067,Surabaya,Poor,4.96,57.75,745
5849,Seller5849,Bandung,Starbucks,Ice Cream,24,User1463,9285,Bandung,Excellent,3.75,5.92,279
5850,Seller5850,Bandung,Taco Bell,Sandwich,33,User7571,1721,Bandung,Average,3.67,47.24,291
5851,Seller5851,Jakarta,KFC,Sandwich,47,User7202,9218,Bandung,Average,4.42,99.21,716
5852,Seller5852,Bandung,Arby's,Pasta,59,User2674,2730,Bandung,Average,1.85,46.3,488
5853,Seller5853,Surabaya,Sonic Drive-In,Chicken,52,User9886,5893,Surabaya,Excellent,1.48,55.95,803
5854,Seller5854,Bandung,Arby's,Pasta,22,User7022,3479,Bandung,Poor,4.8,82.85,299
5855,Seller5855,Surabaya,Subway,Chicken,48,User6291,2723,Surabaya,Good,4.6,31.58,853
5856,Seller5856,Bandung,Chick-fil-A,Salad,59,User5474,3339,Surabaya,Excellent,3.95,39.25,437
5857,Seller5857,Surabaya,Sonic Drive-In,Pizza,50,User677,6120,Jakarta,Good,3.0,28.84,623
5858,Seller5858,Jakarta,Five Guys,Burger,28,User7118,1186,Jakarta,Good,1.54,38.69,828
5859,Seller5859,Bandung,Subway,Sandwich,19,User654,9231,Surabaya,Poor,4.07,30.88,835
5860,Seller5860,Surabaya,Pizza Hut,Ice Cream,21,User3097,7543,Surabaya,Poor,4.75,26.87,755
5861,Seller5861,Bandung,Five Guys,Sandwich,29,User6237,3797,Jakarta,Excellent,4.12,19.2,681
5862,Seller5862,Jakarta,Wendy's,Pizza,42,User4425,9552,Jakarta,Poor,1.72,70.98,207
5863,Seller5863,Jakarta,Little Caesars,Pizza,58,User7394,9151,Bandung,Poor,3.36,86.9,350
5864,Seller5864,Bandung,Dunkin' Donuts,Burger,20,User5984,2390,Jakarta,Excellent,2.78,58.17,382
5865,Seller5865,Jakarta,Burger King,Pasta,39,User1035,6944,Jakarta,Average,3.85,51.01,492
5866,Seller5866,Surabaya,Little Caesars,Coffee,40,User2716,5723,Jakarta,Average,2.38,38.78,56
5867,Seller5867,Surabaya,McDonald's,Burger,47,User667,4926,Bandung,Poor,2.53,35.81,792
5868,Seller5868,Bandung,KFC,Pizza,26,User3764,8495,Surabaya,Excellent,1.28,61.2,189
5869,Seller5869,Jakarta,KFC,Donut,48,User8011,8631,Bandung,Average,2.51,98.16,564
5870,Seller5870,Jakarta,Subway,Chicken,24,User9530,3660,Jakarta,Good,1.14,76.14,576
5871,Seller5871,Surabaya,Chipotle,Coffee,55,User9586,5081,Jakarta,Average,3.07,75.6,810
5872,Seller5872,Surabaya,Popeyes,Pizza,58,User7510,5770,Bandung,Average,3.2,67.1,389
5873,Seller5873,Jakarta,Jack in the Box,Pizza,55,User5931,7867,Bandung,Average,3.33,24.23,306
5874,Seller5874,Surabaya,Chick-fil-A,Burger,32,User4996,9256,Bandung,Average,3.19,95.94,403
5875,Seller5875,Bandung,Panera Bread,Sandwich,21,User9920,6153,Surabaya,Poor,1.74,80.0,175
5876,Seller5876,Bandung,Popeyes,Taco,49,User7410,6687,Surabaya,Excellent,2.14,52.6,864
5877,Seller5877,Bandung,Dunkin' Donuts,Donut,31,User9985,7144,Bandung,Excellent,3.18,80.24,947
5878,Seller5878,Bandung,Starbucks,Ice Cream,28,User637,9182,Bandung,Average,3.89,21.34,758
5879,Seller5879,Bandung,KFC,Sandwich,46,User9055,7661,Bandung,Poor,3.13,14.72,53
5880,Seller5880,Surabaya,Pizza Hut,Ice Cream,50,User7566,1700,Bandung,Average,1.95,10.7,60
5881,Seller5881,Surabaya,Little Caesars,Coffee,37,User3587,8917,Jakarta,Good,1.99,14.85,277
5882,Seller5882,Bandung,Domino's Pizza,Chicken,25,User9918,23,Surabaya,Average,1.03,69.43,199
5883,Seller5883,Jakarta,Wendy's,Donut,55,User3257,190,Jakarta,Good,3.38,68.19,689
5884,Seller5884,Surabaya,Five Guys,Salad,38,User5376,7643,Jakarta,Poor,2.82,79.58,669
5885,Seller5885,Jakarta,Jack in the Box,Burger,48,User2463,9694,Surabaya,Good,4.67,64.46,815
5886,Seller5886,Surabaya,Sonic Drive-In,Sandwich,48,User7268,1457,Jakarta,Poor,1.15,61.5,487
5887,Seller5887,Bandung,Starbucks,Salad,21,User6359,4286,Bandung,Good,4.55,86.28,516
5888,Seller5888,Bandung,Wendy's,Ice Cream,18,User7805,828,Jakarta,Excellent,1.75,80.86,337
5889,Seller5889,Jakarta,Domino's Pizza,Burger,27,User3338,4244,Surabaya,Poor,2.51,32.85,343
5890,Seller5890,Jakarta,Pizza Hut,Pizza,55,User2890,2970,Bandung,Poor,4.7,57.22,549
5891,Seller5891,Bandung,Chipotle,Sandwich,27,User2860,5607,Bandung,Poor,4.96,12.87,732
5892,Seller5892,Bandung,Chipotle,Taco,20,User8574,781,Bandung,Average,4.43,36.12,441
5893,Seller5893,Bandung,Domino's Pizza,Pizza,47,User429,1619,Surabaya,Poor,3.82,38.21,526
5894,Seller5894,Jakarta,Jack in the Box,Donut,18,User4373,7565,Jakarta,Good,2.22,6.89,596
5895,Seller5895,Jakarta,Chipotle,Chicken,41,User7056,6529,Surabaya,Excellent,4.18,51.01,933
5896,Seller5896,Surabaya,Arby's,Burger,37,User2096,7632,Jakarta,Average,2.55,12.0,437
5897,Seller5897,Bandung,Little Caesars,Pasta,24,User1441,8323,Jakarta,Poor,4.24,58.75,383
5898,Seller5898,Surabaya,Arby's,Chicken,57,User2669,8397,Jakarta,Average,3.61,51.25,997
5899,Seller5899,Surabaya,Domino's Pizza,Donut,47,User2619,1602,Bandung,Excellent,4.03,8.52,52
5900,Seller5900,Jakarta,Sonic Drive-In,Chicken,45,User8812,6665,Surabaya,Excellent,1.61,59.37,369
5901,Seller5901,Bandung,Subway,Pizza,55,User6760,5709,Bandung,Good,2.28,97.74,41
5902,Seller5902,Jakarta,Popeyes,Salad,34,User2195,5346,Surabaya,Good,1.84,8.9,169
5903,Seller5903,Bandung,Subway,Burger,27,User2038,198,Jakarta,Good,4.02,74.46,617
5904,Seller5904,Bandung,Subway,Taco,48,User5825,1151,Surabaya,Good,4.16,14.54,849
5905,Seller5905,Surabaya,Panda Express,Donut,49,User2473,6366,Bandung,Good,2.8,9.12,639
5906,Seller5906,Surabaya,Little Caesars,Burger,58,User4132,6592,Jakarta,Good,4.81,40.18,336
5907,Seller5907,Surabaya,Arby's,Ice Cream,43,User6825,9336,Surabaya,Good,3.24,81.89,908
5908,Seller5908,Jakarta,Five Guys,Donut,21,User6490,3407,Jakarta,Poor,3.83,61.71,869
5909,Seller5909,Jakarta,Arby's,Coffee,23,User428,4011,Surabaya,Good,2.08,51.05,285
5910,Seller5910,Jakarta,Starbucks,Taco,15,User276,6038,Surabaya,Excellent,3.19,97.39,211
5911,Seller5911,Surabaya,Taco Bell,Pasta,32,User3472,6633,Jakarta,Average,4.86,31.77,889
5912,Seller5912,Jakarta,Jack in the Box,Donut,15,User6726,3027,Surabaya,Good,4.53,77.3,694
5913,Seller5913,Bandung,Domino's Pizza,Burger,34,User6532,6604,Surabaya,Average,3.24,41.54,38
5914,Seller5914,Bandung,Chipotle,Burger,43,User2873,5056,Surabaya,Average,4.67,79.49,200
5915,Seller5915,Bandung,KFC,Ice Cream,36,User2913,5234,Bandung,Poor,4.02,64.3,92
5916,Seller5916,Jakarta,Wendy's,Taco,43,User6383,5754,Bandung,Poor,1.36,12.01,661
5917,Seller5917,Jakarta,KFC,Chicken,48,User8374,7618,Bandung,Poor,1.47,79.26,27
5918,Seller5918,Jakarta,Chick-fil-A,Salad,19,User1310,2541,Jakarta,Average,3.18,65.29,451
5919,Seller5919,Bandung,Chipotle,Salad,30,User1332,5717,Bandung,Excellent,4.26,7.82,681
5920,Seller5920,Jakarta,Arby's,Burger,15,User6468,413,Jakarta,Good,4.94,6.13,796
5921,Seller5921,Bandung,Arby's,Burger,17,User1329,5440,Surabaya,Excellent,2.45,20.71,626
5922,Seller5922,Bandung,Jack in the Box,Pizza,22,User5561,6503,Surabaya,Average,1.27,87.79,425
5923,Seller5923,Bandung,KFC,Pasta,20,User5954,2837,Jakarta,Good,2.65,23.27,451
5924,Seller5924,Bandung,KFC,Burger,32,User5587,4680,Bandung,Poor,4.7,69.81,906
5925,Seller5925,Bandung,McDonald's,Chicken,22,User2964,3603,Bandung,Excellent,2.44,65.66,12
5926,Seller5926,Surabaya,Sonic Drive-In,Coffee,17,User8647,986,Surabaya,Poor,3.41,83.43,525
5927,Seller5927,Bandung,Pizza Hut,Chicken,51,User1061,7117,Surabaya,Good,4.86,7.66,111
5928,Seller5928,Jakarta,Five Guys,Donut,41,User2051,7696,Bandung,Poor,1.15,69.82,169
5929,Seller5929,Jakarta,Popeyes,Chicken,49,User6860,7782,Surabaya,Excellent,4.15,8.23,455
5930,Seller5930,Surabaya,Sonic Drive-In,Coffee,51,User5420,749,Surabaya,Average,2.52,30.51,57
5931,Seller5931,Bandung,Wendy's,Donut,53,User4871,7631,Bandung,Average,2.25,74.79,372
5932,Seller5932,Surabaya,Chipotle,Taco,34,User3838,2158,Bandung,Poor,4.55,74.64,740
5933,Seller5933,Jakarta,Taco Bell,Ice Cream,38,User3536,5079,Surabaya,Poor,3.91,84.55,880
5934,Seller5934,Bandung,Wendy's,Donut,45,User3857,9653,Surabaya,Good,4.44,27.71,725
5935,Seller5935,Surabaya,Domino's Pizza,Coffee,40,User9569,5902,Jakarta,Excellent,4.09,34.81,960
5936,Seller5936,Surabaya,Chick-fil-A,Pasta,38,User3783,5758,Surabaya,Excellent,2.17,45.83,319
5937,Seller5937,Bandung,Dunkin' Donuts,Coffee,35,User7249,3186,Jakarta,Excellent,3.07,13.14,160
5938,Seller5938,Surabaya,Arby's,Coffee,42,User168,3932,Jakarta,Average,1.95,52.62,830
5939,Seller5939,Surabaya,Arby's,Pasta,57,User2251,7122,Surabaya,Average,2.86,28.46,441
5940,Seller5940,Surabaya,Wendy's,Burger,56,User3436,3275,Jakarta,Poor,2.54,69.22,773
5941,Seller5941,Surabaya,Domino's Pizza,Chicken,15,User1618,8850,Bandung,Poor,1.3,35.99,987
5942,Seller5942,Surabaya,Subway,Pasta,16,User5298,5122,Surabaya,Average,3.3,73.32,256
5943,Seller5943,Bandung,Pizza Hut,Donut,43,User1607,1503,Surabaya,Excellent,4.28,32.31,122
5944,Seller5944,Surabaya,Little Caesars,Burger,59,User4866,3724,Surabaya,Excellent,2.21,20.74,264
5945,Seller5945,Surabaya,Chipotle,Chicken,52,User6735,3912,Bandung,Average,4.14,58.41,972
5946,Seller5946,Bandung,Arby's,Sandwich,33,User8275,6071,Surabaya,Excellent,3.12,45.27,263
5947,Seller5947,Bandung,Popeyes,Pizza,52,User871,6535,Jakarta,Excellent,3.37,67.79,986
5948,Seller5948,Jakarta,McDonald's,Donut,16,User2124,9988,Jakarta,Average,4.46,56.35,706
5949,Seller5949,Jakarta,KFC,Sandwich,42,User5238,5068,Bandung,Poor,3.31,10.0,640
5950,Seller5950,Bandung,Five Guys,Taco,48,User4066,9846,Surabaya,Average,3.41,56.93,64
5951,Seller5951,Surabaya,Arby's,Taco,22,User3574,480,Surabaya,Good,2.37,22.75,335
